sample ,population,chromosome,rawGenomicCount
HG03457,MSL,chr7,9
HG03457,MSL,chr8,1
HG03457,MSL,chr9,4
HG03457,MSL,chr10,8
HG03457,MSL,chr11,1
HG03457,MSL,chr12,10
HG03457,MSL,chr13,
HG03457,MSL,chr14,
HG03457,MSL,chr15,8
HG03457,MSL,chr16,2
HG03457,MSL,chr17,
HG03457,MSL,chr18,7
HG03457,MSL,chr19,2
HG03457,MSL,chr20,1
HG03457,MSL,chr21,7
HG03457,MSL,chr22,
HG03458,MSL,chr1,119
HG03458,MSL,chr2,25
HG03458,MSL,chr3,6
HG03458,MSL,chr4,41
HG03458,MSL,chr5,2266
HG03458,MSL,chr6,5
HG03458,MSL,chr7,10
HG03458,MSL,chr8,3
HG03458,MSL,chr9,
HG03458,MSL,chr10,8
HG03458,MSL,chr11,2
HG03458,MSL,chr12,762
HG03458,MSL,chr13,
HG03458,MSL,chr14,1
HG03458,MSL,chr15,11
HG03458,MSL,chr16,4
HG03458,MSL,chr17,1
HG03458,MSL,chr18,7
HG03458,MSL,chr19,9
HG03458,MSL,chr20,2
HG03458,MSL,chr21,14
HG03458,MSL,chr22,2
HG03460,MSL,chr1,113
HG03460,MSL,chr2,20
HG03460,MSL,chr3,2
HG03460,MSL,chr4,66
HG03460,MSL,chr5,1397
HG03460,MSL,chr6,5
HG03460,MSL,chr7,7
HG03460,MSL,chr8,2
HG03460,MSL,chr9,4
HG03460,MSL,chr10,6
HG03460,MSL,chr11,1
HG03460,MSL,chr12,454
HG03460,MSL,chr13,
HG03460,MSL,chr14,1
HG03460,MSL,chr15,26
HG03460,MSL,chr16,3
HG03460,MSL,chr17,2
HG03460,MSL,chr18,14
HG03460,MSL,chr19,8
HG03460,MSL,chr20,1
HG03460,MSL,chr21,16
HG03460,MSL,chr22,
HG03461,MSL,chr1,68
HG03461,MSL,chr2,10
HG03461,MSL,chr3,6
HG03461,MSL,chr4,48
HG03461,MSL,chr5,695
HG03461,MSL,chr6,2
HG03461,MSL,chr7,5
HG03461,MSL,chr8,1
HG03461,MSL,chr9,2
HG03461,MSL,chr10,1
HG03461,MSL,chr11,
HG03461,MSL,chr12,270
HG03461,MSL,chr13,
HG03461,MSL,chr14,
HG03461,MSL,chr15,13
HG03461,MSL,chr16,3
HG03461,MSL,chr17,
HG03461,MSL,chr18,5
HG03461,MSL,chr19,2
HG03461,MSL,chr20,3
HG03461,MSL,chr21,12
HG03461,MSL,chr22,
HG03464,MSL,chr1,70
HG03464,MSL,chr2,22
HG03464,MSL,chr3,9
HG03464,MSL,chr4,45
HG03464,MSL,chr5,254
HG03464,MSL,chr6,6
HG03464,MSL,chr7,26
HG03464,MSL,chr8,3
HG03464,MSL,chr9,13
HG03464,MSL,chr10,8
HG03464,MSL,chr11,10
HG03464,MSL,chr12,101
HG03464,MSL,chr13,1
HG03464,MSL,chr14,
HG03464,MSL,chr15,18
HG03464,MSL,chr16,5
HG03464,MSL,chr17,3
HG03464,MSL,chr18,25
HG03464,MSL,chr19,11
HG03464,MSL,chr20,6
HG03464,MSL,chr21,9
HG03464,MSL,chr22,2
HG03469,MSL,chr1,151
HG03469,MSL,chr2,35
HG03469,MSL,chr3,23
HG03469,MSL,chr4,92
HG03469,MSL,chr5,594
HG03469,MSL,chr6,13
HG03469,MSL,chr7,54
HG03469,MSL,chr8,10
HG03469,MSL,chr9,28
HG03469,MSL,chr10,19
HG03469,MSL,chr11,19
HG03469,MSL,chr12,209
HG03469,MSL,chr13,
HG03469,MSL,chr14,1
HG03469,MSL,chr15,32
HG03469,MSL,chr16,17
HG03469,MSL,chr17,5
HG03469,MSL,chr18,51
HG03469,MSL,chr19,16
HG03469,MSL,chr20,10
HG03469,MSL,chr21,24
HG03469,MSL,chr22,3
HG03470,MSL,chr1,138
HG03470,MSL,chr2,32
HG03470,MSL,chr3,4
HG03470,MSL,chr4,82
HG03470,MSL,chr5,1346
HG03470,MSL,chr6,4
HG03470,MSL,chr7,16
HG03470,MSL,chr8,
HG03470,MSL,chr9,
HG03470,MSL,chr10,14
HG03470,MSL,chr11,4
HG03470,MSL,chr12,457
HG03470,MSL,chr13,
HG03470,MSL,chr14,1
HG03470,MSL,chr15,26
HG03470,MSL,chr16,3
HG03470,MSL,chr17,1
HG03470,MSL,chr18,14
HG03470,MSL,chr19,9
HG03470,MSL,chr20,5
HG03470,MSL,chr21,35
HG03470,MSL,chr22,
HG03472,MSL,chr1,63
HG03472,MSL,chr2,14
HG03472,MSL,chr3,10
HG03472,MSL,chr4,54
HG03472,MSL,chr5,206
HG03472,MSL,chr6,4
HG03472,MSL,chr7,30
HG03472,MSL,chr8,3
HG03472,MSL,chr9,10
HG03472,MSL,chr10,3
HG03472,MSL,chr11,6
HG03472,MSL,chr12,59
HG03472,MSL,chr13,1
HG03472,MSL,chr14,
HG03472,MSL,chr15,12
HG03472,MSL,chr16,3
HG03472,MSL,chr17,6
HG03472,MSL,chr18,25
HG03472,MSL,chr19,5
HG03472,MSL,chr20,5
HG03472,MSL,chr21,16
HG03472,MSL,chr22,1
HG03473,MSL,chr1,110
HG03473,MSL,chr2,9
HG03473,MSL,chr3,6
HG03473,MSL,chr4,83
HG03473,MSL,chr5,607
HG03473,MSL,chr6,4
HG03473,MSL,chr7,15
HG03473,MSL,chr8,3
HG03473,MSL,chr9,1
HG03473,MSL,chr10,10
HG03473,MSL,chr11,1
HG03473,MSL,chr12,206
HG03473,MSL,chr13,
HG03473,MSL,chr14,
HG03473,MSL,chr15,26
HG03473,MSL,chr16,3
HG03473,MSL,chr17,1
HG03473,MSL,chr18,22
HG03473,MSL,chr19,7
HG03473,MSL,chr20,1
HG03473,MSL,chr21,27
HG03473,MSL,chr22,
HG03476,MSL,chr1,157
HG03476,MSL,chr2,33
HG03476,MSL,chr3,8
HG03476,MSL,chr4,68
HG03476,MSL,chr5,2564
HG03476,MSL,chr6,5
HG03476,MSL,chr7,12
HG03476,MSL,chr8,2
HG03476,MSL,chr9,3
HG03476,MSL,chr10,9
HG03476,MSL,chr11,1
HG03476,MSL,chr12,919
HG03476,MSL,chr13,
HG03476,MSL,chr14,1
HG03476,MSL,chr15,27
HG03476,MSL,chr16,1
HG03476,MSL,chr17,
HG03476,MSL,chr18,12
HG03476,MSL,chr19,4
HG03476,MSL,chr20,2
HG03476,MSL,chr21,23
HG03476,MSL,chr22,
HG03478,MSL,chr1,112
HG03478,MSL,chr2,16
HG03478,MSL,chr3,3
HG03478,MSL,chr4,33
HG03478,MSL,chr5,1374
HG03478,MSL,chr6,5
HG03478,MSL,chr7,5
HG03478,MSL,chr8,2
HG03478,MSL,chr9,
HG03478,MSL,chr10,7
HG03478,MSL,chr11,2
HG03478,MSL,chr12,482
HG03478,MSL,chr13,
HG03478,MSL,chr14,
HG03478,MSL,chr15,17
HG03478,MSL,chr16,3
HG03478,MSL,chr17,
HG03478,MSL,chr18,5
HG03478,MSL,chr19,4
HG03478,MSL,chr20,2
HG03478,MSL,chr21,13
HG03478,MSL,chr22,
HG03479,MSL,chr1,64
HG03479,MSL,chr2,24
HG03479,MSL,chr3,8
HG03479,MSL,chr4,35
HG03479,MSL,chr5,997
HG03479,MSL,chr6,3
HG03479,MSL,chr7,10
HG03479,MSL,chr8,1
HG03479,MSL,chr9,3
HG03479,MSL,chr10,7
HG03479,MSL,chr11,
HG03479,MSL,chr12,368
HG03479,MSL,chr13,
HG03479,MSL,chr14,1
HG03479,MSL,chr15,9
HG03479,MSL,chr16,
HG03479,MSL,chr17,1
HG03479,MSL,chr18,6
HG03479,MSL,chr19,2
HG03479,MSL,chr20,3
HG03479,MSL,chr21,4
HG03479,MSL,chr22,
HG03484,MSL,chr1,68
HG03484,MSL,chr2,15
HG03484,MSL,chr3,4
HG03484,MSL,chr4,30
HG03484,MSL,chr5,724
HG03484,MSL,chr6,6
HG03484,MSL,chr7,5
HG03484,MSL,chr8,
HG03484,MSL,chr9,1
HG03484,MSL,chr10,7
HG03484,MSL,chr11,
HG03484,MSL,chr12,286
HG03484,MSL,chr13,
HG03484,MSL,chr14,
HG03484,MSL,chr15,10
HG03484,MSL,chr16,
HG03484,MSL,chr17,
HG03484,MSL,chr18,8
HG03484,MSL,chr19,2
HG03484,MSL,chr20,2
HG03484,MSL,chr21,13
HG03484,MSL,chr22,2
HG03485,MSL,chr1,125
HG03485,MSL,chr2,33
HG03485,MSL,chr3,5
HG03485,MSL,chr4,71
HG03485,MSL,chr5,1804
HG03485,MSL,chr6,5
HG03485,MSL,chr7,13
HG03485,MSL,chr8,1
HG03485,MSL,chr9,2
HG03485,MSL,chr10,9
HG03485,MSL,chr11,6
HG03485,MSL,chr12,618
HG03485,MSL,chr13,
HG03485,MSL,chr14,
HG03485,MSL,chr15,21
HG03485,MSL,chr16,
HG03485,MSL,chr17,1
HG03485,MSL,chr18,9
HG03485,MSL,chr19,4
HG03485,MSL,chr20,
HG03485,MSL,chr21,24
HG03485,MSL,chr22,1
HG03488,PJL,chr1,54
HG03488,PJL,chr2,16
HG03488,PJL,chr3,3
HG03488,PJL,chr4,28
HG03488,PJL,chr5,397
HG03488,PJL,chr6,3
HG03488,PJL,chr7,5
HG03488,PJL,chr8,1
HG03488,PJL,chr9,2
HG03488,PJL,chr10,5
HG03488,PJL,chr11,
HG03488,PJL,chr12,134
HG03488,PJL,chr13,
HG03488,PJL,chr14,
HG03488,PJL,chr15,14
HG03488,PJL,chr16,2
HG03488,PJL,chr17,1
HG03488,PJL,chr18,3
HG03488,PJL,chr19,5
HG03488,PJL,chr20,1
HG03488,PJL,chr21,7
HG03488,PJL,chr22,
HG03490,PJL,chr1,33
HG03490,PJL,chr2,11
HG03490,PJL,chr3,4
HG03490,PJL,chr4,33
HG03490,PJL,chr5,454
HG03490,PJL,chr6,7
HG03490,PJL,chr7,6
HG03490,PJL,chr8,4
HG03490,PJL,chr9,1
HG03490,PJL,chr10,5
HG03490,PJL,chr11,
HG03490,PJL,chr12,193
HG03490,PJL,chr13,
HG03490,PJL,chr14,
HG03490,PJL,chr15,12
HG03490,PJL,chr16,2
HG03490,PJL,chr17,1
HG03490,PJL,chr18,13
HG03490,PJL,chr19,5
HG03490,PJL,chr20,2
HG03490,PJL,chr21,17
HG03490,PJL,chr22,1
HG03491,PJL,chr1,40
HG03491,PJL,chr2,3
HG03491,PJL,chr3,2
HG03491,PJL,chr4,28
HG03491,PJL,chr5,356
HG03491,PJL,chr6,4
HG03491,PJL,chr7,10
HG03491,PJL,chr8,1
HG03491,PJL,chr9,3
HG03491,PJL,chr10,6
HG03491,PJL,chr11,
HG03491,PJL,chr12,118
HG03491,PJL,chr13,
HG03491,PJL,chr14,
HG03491,PJL,chr15,12
HG03491,PJL,chr16,2
HG03491,PJL,chr17,
HG03491,PJL,chr18,8
HG03491,PJL,chr19,4
HG03491,PJL,chr20,1
HG03491,PJL,chr21,6
HG03491,PJL,chr22,
HG03499,ESN,chr1,41
HG03499,ESN,chr2,10
HG03499,ESN,chr3,5
HG03499,ESN,chr4,29
HG03499,ESN,chr5,89
HG03499,ESN,chr6,1
HG03499,ESN,chr7,7
HG03499,ESN,chr8,2
HG03499,ESN,chr9,5
HG03499,ESN,chr10,2
HG03499,ESN,chr11,10
HG03499,ESN,chr12,41
HG03499,ESN,chr13,
HG03499,ESN,chr14,
HG03499,ESN,chr15,12
HG03499,ESN,chr16,2
HG03499,ESN,chr17,
HG03499,ESN,chr18,13
HG03499,ESN,chr19,2
HG03499,ESN,chr20,2
HG03499,ESN,chr21,11
HG03499,ESN,chr22,
HG03511,ESN,chr1,43
HG03511,ESN,chr2,6
HG03511,ESN,chr3,5
HG03511,ESN,chr4,29
HG03511,ESN,chr5,100
HG03511,ESN,chr6,4
HG03511,ESN,chr7,6
HG03511,ESN,chr8,
HG03511,ESN,chr9,3
HG03511,ESN,chr10,3
HG03511,ESN,chr11,5
HG03511,ESN,chr12,28
HG03511,ESN,chr13,
HG03511,ESN,chr14,1
HG03511,ESN,chr15,12
HG03511,ESN,chr16,1
HG03511,ESN,chr17,1
HG03511,ESN,chr18,9
HG03511,ESN,chr19,5
HG03511,ESN,chr20,5
HG03511,ESN,chr21,7
HG03511,ESN,chr22,
HG03514,ESN,chr1,57
HG03514,ESN,chr2,19
HG03514,ESN,chr3,5
HG03514,ESN,chr4,44
HG03514,ESN,chr5,854
HG03514,ESN,chr6,2
HG03514,ESN,chr7,9
HG03514,ESN,chr8,1
HG03514,ESN,chr9,3
HG03514,ESN,chr10,5
HG03514,ESN,chr11,1
HG03514,ESN,chr12,278
HG03514,ESN,chr13,
HG03514,ESN,chr14,
HG03514,ESN,chr15,16
HG03514,ESN,chr16,5
HG03514,ESN,chr17,
HG03514,ESN,chr18,8
HG03514,ESN,chr19,1
HG03514,ESN,chr20,
HG03514,ESN,chr21,15
HG03514,ESN,chr22,1
HG03515,ESN,chr1,162
HG03515,ESN,chr2,38
HG03515,ESN,chr3,4
HG03515,ESN,chr4,86
HG03515,ESN,chr5,3553
HG03515,ESN,chr6,4
HG03515,ESN,chr7,13
HG03515,ESN,chr8,1
HG03515,ESN,chr9,3
HG03515,ESN,chr10,7
HG03515,ESN,chr11,2
HG03515,ESN,chr12,1148
HG03515,ESN,chr13,
HG03515,ESN,chr14,1
HG03515,ESN,chr15,27
HG03515,ESN,chr16,3
HG03515,ESN,chr17,1
HG03515,ESN,chr18,20
HG03515,ESN,chr19,7
HG03515,ESN,chr20,7
HG03515,ESN,chr21,23
HG03515,ESN,chr22,
HG03517,ESN,chr1,64
HG03517,ESN,chr2,11
HG03517,ESN,chr3,5
HG03517,ESN,chr4,46
HG03517,ESN,chr5,223
HG03517,ESN,chr6,6
HG03517,ESN,chr7,18
HG03517,ESN,chr8,1
HG03517,ESN,chr9,5
HG03517,ESN,chr10,2
HG03517,ESN,chr11,8
HG03517,ESN,chr12,64
HG03517,ESN,chr13,
HG03517,ESN,chr14,1
HG03517,ESN,chr15,14
HG03517,ESN,chr16,6
HG03517,ESN,chr17,2
HG03517,ESN,chr18,15
HG03517,ESN,chr19,13
HG03517,ESN,chr20,5
HG03517,ESN,chr21,17
HG03517,ESN,chr22,
HG03518,ESN,chr1,36
HG03518,ESN,chr2,11
HG03518,ESN,chr3,9
HG03518,ESN,chr4,34
HG03518,ESN,chr5,116
HG03518,ESN,chr6,7
HG03518,ESN,chr7,14
HG03518,ESN,chr8,2
HG03518,ESN,chr9,6
HG03518,ESN,chr10,8
HG03518,ESN,chr11,4
HG03518,ESN,chr12,50
HG03518,ESN,chr13,2
HG03518,ESN,chr14,1
HG03518,ESN,chr15,13
HG03518,ESN,chr16,2
HG03518,ESN,chr17,1
HG03518,ESN,chr18,7
HG03518,ESN,chr19,4
HG03518,ESN,chr20,7
HG03518,ESN,chr21,6
HG03518,ESN,chr22,
HG03520,ESN,chr1,104
HG03520,ESN,chr2,20
HG03520,ESN,chr3,15
HG03520,ESN,chr4,36
HG03520,ESN,chr5,1487
HG03520,ESN,chr6,9
HG03520,ESN,chr7,21
HG03520,ESN,chr8,4
HG03520,ESN,chr9,7
HG03520,ESN,chr10,7
HG03520,ESN,chr11,6
HG03520,ESN,chr12,432
HG03520,ESN,chr13,
HG03520,ESN,chr14,
HG03520,ESN,chr15,25
HG03520,ESN,chr16,6
HG03520,ESN,chr17,3
HG03520,ESN,chr18,34
HG03520,ESN,chr19,7
HG03520,ESN,chr20,3
HG03520,ESN,chr21,29
HG03520,ESN,chr22,
HG03521,ESN,chr1,43
HG03521,ESN,chr2,9
HG03521,ESN,chr3,5
HG03521,ESN,chr4,36
HG03521,ESN,chr5,285
HG03521,ESN,chr6,
HG03521,ESN,chr7,9
HG03521,ESN,chr8,3
HG03521,ESN,chr9,5
HG03521,ESN,chr10,5
HG03521,ESN,chr11,3
HG03521,ESN,chr12,106
HG03521,ESN,chr13,
HG03521,ESN,chr14,
HG03521,ESN,chr15,18
HG03521,ESN,chr16,9
HG03521,ESN,chr17,1
HG03521,ESN,chr18,9
HG03521,ESN,chr19,3
HG03521,ESN,chr20,2
HG03521,ESN,chr21,11
HG03521,ESN,chr22,2
HG03538,GWD,chr1,47
HG03538,GWD,chr2,8
HG03538,GWD,chr3,4
HG03538,GWD,chr4,37
HG03538,GWD,chr5,567
HG03538,GWD,chr6,1
HG03538,GWD,chr7,10
HG03538,GWD,chr8,5
HG03538,GWD,chr9,4
HG03538,GWD,chr10,7
HG03538,GWD,chr11,2
HG03538,GWD,chr12,169
HG03538,GWD,chr13,1
HG03538,GWD,chr14,
HG03538,GWD,chr15,14
HG03538,GWD,chr16,2
HG03538,GWD,chr17,3
HG03538,GWD,chr18,7
HG03538,GWD,chr19,3
HG03538,GWD,chr20,
HG03538,GWD,chr21,17
HG03538,GWD,chr22,
HG03539,GWD,chr1,77
HG03539,GWD,chr2,21
HG03539,GWD,chr3,2
HG03539,GWD,chr4,38
HG03539,GWD,chr5,906
HG03539,GWD,chr6,5
HG03539,GWD,chr7,5
HG03539,GWD,chr8,1
HG03539,GWD,chr9,3
HG03539,GWD,chr10,5
HG03539,GWD,chr11,1
HG03539,GWD,chr12,299
HG03539,GWD,chr13,
HG03539,GWD,chr14,
HG03539,GWD,chr15,10
HG03539,GWD,chr16,1
HG03539,GWD,chr17,
HG03539,GWD,chr18,7
HG03539,GWD,chr19,6
HG03539,GWD,chr20,
HG03539,GWD,chr21,9
HG03539,GWD,chr22,
HG03547,MSL,chr1,94
HG03547,MSL,chr2,20
HG03547,MSL,chr3,1
HG03547,MSL,chr4,58
HG03547,MSL,chr5,979
HG03547,MSL,chr6,5
HG03547,MSL,chr7,6
HG03547,MSL,chr8,3
HG03547,MSL,chr9,5
HG03547,MSL,chr10,10
HG03547,MSL,chr11,2
HG03547,MSL,chr12,349
HG03547,MSL,chr13,
HG03547,MSL,chr14,
HG03547,MSL,chr15,19
HG03547,MSL,chr16,
HG03547,MSL,chr17,1
HG03547,MSL,chr18,14
HG03547,MSL,chr19,6
HG03547,MSL,chr20,3
HG03547,MSL,chr21,14
HG03547,MSL,chr22,
HG03548,MSL,chr1,48
HG03548,MSL,chr2,6
HG03548,MSL,chr3,1
HG03548,MSL,chr4,35
HG03548,MSL,chr5,293
HG03548,MSL,chr6,
HG03548,MSL,chr7,3
HG03548,MSL,chr8,2
HG03548,MSL,chr9,1
HG03548,MSL,chr10,3
HG03548,MSL,chr11,
HG03548,MSL,chr12,97
HG03548,MSL,chr13,
HG03548,MSL,chr14,1
HG03548,MSL,chr15,15
HG03548,MSL,chr16,1
HG03548,MSL,chr17,
HG03548,MSL,chr18,4
HG03548,MSL,chr19,1
HG03548,MSL,chr20,
HG03548,MSL,chr21,10
HG03548,MSL,chr22,1
HG03556,MSL,chr1,96
HG03556,MSL,chr2,20
HG03556,MSL,chr3,5
HG03556,MSL,chr4,51
HG03556,MSL,chr5,1369
HG03556,MSL,chr6,2
HG03556,MSL,chr7,11
HG03556,MSL,chr8,2
HG03556,MSL,chr9,6
HG03556,MSL,chr10,7
HG03556,MSL,chr11,2
HG03556,MSL,chr12,464
HG03556,MSL,chr13,
HG03556,MSL,chr14,
HG03556,MSL,chr15,14
HG03556,MSL,chr16,1
HG03556,MSL,chr17,
HG03556,MSL,chr18,8
HG03556,MSL,chr19,5
HG03556,MSL,chr20,1
HG03556,MSL,chr21,17
HG03556,MSL,chr22,
HG03557,MSL,chr1,161
HG03557,MSL,chr2,37
HG03557,MSL,chr3,9
HG03557,MSL,chr4,67
HG03557,MSL,chr5,2332
HG03557,MSL,chr6,
HG03557,MSL,chr7,25
HG03557,MSL,chr8,1
HG03557,MSL,chr9,3
HG03557,MSL,chr10,8
HG03557,MSL,chr11,4
HG03557,MSL,chr12,775
HG03557,MSL,chr13,
HG03557,MSL,chr14,
HG03557,MSL,chr15,30
HG03557,MSL,chr16,3
HG03557,MSL,chr17,1
HG03557,MSL,chr18,10
HG03557,MSL,chr19,4
HG03557,MSL,chr20,5
HG03557,MSL,chr21,18
HG03557,MSL,chr22,2
HG03558,MSL,chr1,53
HG03558,MSL,chr2,4
HG03558,MSL,chr3,6
HG03558,MSL,chr4,36
HG03558,MSL,chr5,97
HG03558,MSL,chr6,6
HG03558,MSL,chr7,13
HG03558,MSL,chr8,2
HG03558,MSL,chr9,4
HG03558,MSL,chr10,8
HG03558,MSL,chr11,4
HG03558,MSL,chr12,30
HG03558,MSL,chr13,1
HG03558,MSL,chr14,
HG03558,MSL,chr15,11
HG03558,MSL,chr16,2
HG03558,MSL,chr17,1
HG03558,MSL,chr18,12
HG03558,MSL,chr19,6
HG03558,MSL,chr20,8
HG03558,MSL,chr21,11
HG03558,MSL,chr22,
HG03559,MSL,chr1,91
HG03559,MSL,chr2,21
HG03559,MSL,chr3,2
HG03559,MSL,chr4,80
HG03559,MSL,chr5,1005
HG03559,MSL,chr6,2
HG03559,MSL,chr7,14
HG03559,MSL,chr8,3
HG03559,MSL,chr9,6
HG03559,MSL,chr10,9
HG03559,MSL,chr11,5
HG03559,MSL,chr12,325
HG03559,MSL,chr13,
HG03559,MSL,chr14,
HG03559,MSL,chr15,22
HG03559,MSL,chr16,2
HG03559,MSL,chr17,
HG03559,MSL,chr18,15
HG03559,MSL,chr19,4
HG03559,MSL,chr20,
HG03559,MSL,chr21,13
HG03559,MSL,chr22,
HG03563,MSL,chr1,103
HG03563,MSL,chr2,16
HG03563,MSL,chr3,6
HG03563,MSL,chr4,47
HG03563,MSL,chr5,1100
HG03563,MSL,chr6,1
HG03563,MSL,chr7,7
HG03563,MSL,chr8,3
HG03563,MSL,chr9,4
HG03563,MSL,chr10,10
HG03563,MSL,chr11,3
HG03563,MSL,chr12,402
HG03563,MSL,chr13,
HG03563,MSL,chr14,
HG03563,MSL,chr15,24
HG03563,MSL,chr16,2
HG03563,MSL,chr17,1
HG03563,MSL,chr18,10
HG03563,MSL,chr19,5
HG03563,MSL,chr20,
HG03563,MSL,chr21,17
HG03563,MSL,chr22,
HG03565,MSL,chr1,96
HG03565,MSL,chr2,26
HG03565,MSL,chr3,5
HG03565,MSL,chr4,62
HG03565,MSL,chr5,1670
HG03565,MSL,chr6,3
HG03565,MSL,chr7,11
HG03565,MSL,chr8,
HG03565,MSL,chr9,2
HG03565,MSL,chr10,3
HG03565,MSL,chr11,2
HG03565,MSL,chr12,557
HG03565,MSL,chr13,
HG03565,MSL,chr14,
HG03565,MSL,chr15,20
HG03565,MSL,chr16,2
HG03565,MSL,chr17,
HG03565,MSL,chr18,9
HG03565,MSL,chr19,4
HG03565,MSL,chr20,1
HG03565,MSL,chr21,15
HG03565,MSL,chr22,
HG03567,MSL,chr1,42
HG03567,MSL,chr2,10
HG03567,MSL,chr3,10
HG03567,MSL,chr4,30
HG03567,MSL,chr5,101
HG03567,MSL,chr6,4
HG03567,MSL,chr7,12
HG03567,MSL,chr8,3
HG03567,MSL,chr9,3
HG03567,MSL,chr10,10
HG03567,MSL,chr11,3
HG03567,MSL,chr12,36
HG03567,MSL,chr13,
HG03567,MSL,chr14,
HG03567,MSL,chr15,18
HG03567,MSL,chr16,5
HG03567,MSL,chr17,4
HG03567,MSL,chr18,7
HG03567,MSL,chr19,4
HG03567,MSL,chr20,
HG03567,MSL,chr21,9
HG03567,MSL,chr22,
HG03571,MSL,chr1,64
HG03571,MSL,chr2,16
HG03571,MSL,chr3,2
HG03571,MSL,chr4,36
HG03571,MSL,chr5,650
HG03571,MSL,chr6,2
HG03571,MSL,chr7,4
HG03571,MSL,chr8,2
HG03571,MSL,chr9,
HG03571,MSL,chr10,6
HG03571,MSL,chr11,1
HG03571,MSL,chr12,201
HG03571,MSL,chr13,
HG03571,MSL,chr14,
HG03571,MSL,chr15,9
HG03571,MSL,chr16,2
HG03571,MSL,chr17,
HG03571,MSL,chr18,2
HG03571,MSL,chr19,1
HG03571,MSL,chr20,
HG03571,MSL,chr21,16
HG03571,MSL,chr22,
HG03572,MSL,chr1,93
HG03572,MSL,chr2,11
HG03572,MSL,chr3,5
HG03572,MSL,chr4,37
HG03572,MSL,chr5,958
HG03572,MSL,chr6,2
HG03572,MSL,chr7,10
HG03572,MSL,chr8,1
HG03572,MSL,chr9,2
HG03572,MSL,chr10,3
HG03572,MSL,chr11,1
HG03572,MSL,chr12,341
HG03572,MSL,chr13,
HG03572,MSL,chr14,
HG03572,MSL,chr15,13
HG03572,MSL,chr16,
HG03572,MSL,chr17,1
HG03572,MSL,chr18,6
HG03572,MSL,chr19,6
HG03572,MSL,chr20,
HG03572,MSL,chr21,13
HG03572,MSL,chr22,
HG03575,MSL,chr1,71
HG03575,MSL,chr2,12
HG03575,MSL,chr3,3
HG03575,MSL,chr4,38
HG03575,MSL,chr5,1059
HG03575,MSL,chr6,2
HG03575,MSL,chr7,9
HG03575,MSL,chr8,3
HG03575,MSL,chr9,
HG03575,MSL,chr10,1
HG03575,MSL,chr11,3
HG03575,MSL,chr12,388
HG03575,MSL,chr13,
HG03575,MSL,chr14,
HG03575,MSL,chr15,11
HG03575,MSL,chr16,1
HG03575,MSL,chr17,1
HG03575,MSL,chr18,4
HG03575,MSL,chr19,3
HG03575,MSL,chr20,1
HG03575,MSL,chr21,15
HG03575,MSL,chr22,
HG03577,MSL,chr1,89
HG03577,MSL,chr2,9
HG03577,MSL,chr3,9
HG03577,MSL,chr4,58
HG03577,MSL,chr5,719
HG03577,MSL,chr6,6
HG03577,MSL,chr7,14
HG03577,MSL,chr8,1
HG03577,MSL,chr9,10
HG03577,MSL,chr10,7
HG03577,MSL,chr11,8
HG03577,MSL,chr12,230
HG03577,MSL,chr13,1
HG03577,MSL,chr14,1
HG03577,MSL,chr15,20
HG03577,MSL,chr16,6
HG03577,MSL,chr17,
HG03577,MSL,chr18,13
HG03577,MSL,chr19,5
HG03577,MSL,chr20,4
HG03577,MSL,chr21,23
HG03577,MSL,chr22,
HG03578,MSL,chr1,29
HG03578,MSL,chr2,7
HG03578,MSL,chr3,3
HG03578,MSL,chr4,21
HG03578,MSL,chr5,418
HG03578,MSL,chr6,4
HG03578,MSL,chr7,3
HG03578,MSL,chr8,
HG03578,MSL,chr9,1
HG03578,MSL,chr10,5
HG03578,MSL,chr11,2
HG03578,MSL,chr12,154
HG03578,MSL,chr13,
HG03578,MSL,chr14,
HG03578,MSL,chr15,7
HG03578,MSL,chr16,
HG03578,MSL,chr17,
HG03578,MSL,chr18,4
HG03578,MSL,chr19,2
HG03578,MSL,chr20,1
HG03578,MSL,chr21,5
HG03578,MSL,chr22,
HG03583,MSL,chr1,116
HG03583,MSL,chr2,24
HG03583,MSL,chr3,5
HG03583,MSL,chr4,34
HG03583,MSL,chr5,1609
HG03583,MSL,chr6,6
HG03583,MSL,chr7,17
HG03583,MSL,chr8,1
HG03583,MSL,chr9,11
HG03583,MSL,chr10,6
HG03583,MSL,chr11,1
HG03583,MSL,chr12,545
HG03583,MSL,chr13,
HG03583,MSL,chr14,
HG03583,MSL,chr15,19
HG03583,MSL,chr16,4
HG03583,MSL,chr17,
HG03583,MSL,chr18,15
HG03583,MSL,chr19,5
HG03583,MSL,chr20,1
HG03583,MSL,chr21,20
HG03583,MSL,chr22,
HG03585,BEB,chr1,66
HG03585,BEB,chr2,20
HG03585,BEB,chr3,6
HG03585,BEB,chr4,30
HG03585,BEB,chr5,1245
HG03585,BEB,chr6,5
HG03585,BEB,chr7,8
HG03585,BEB,chr8,1
HG03585,BEB,chr9,
HG03585,BEB,chr10,11
HG03585,BEB,chr11,2
HG03585,BEB,chr12,329
HG03585,BEB,chr13,
HG03585,BEB,chr14,
HG03585,BEB,chr15,11
HG03585,BEB,chr16,1
HG03585,BEB,chr17,
HG03585,BEB,chr18,7
HG03585,BEB,chr19,1
HG03585,BEB,chr20,1
HG03585,BEB,chr21,10
HG03585,BEB,chr22,
HG03589,BEB,chr1,39
